times,errors,times_1,errors_1
0.138008625,0.0002324104906291469,0.116365046,5.921684560616491e-5
0.178129857,8.393316111007607e-6,0.171746199,7.999365798729209e-6
0.287445251,2.819905313458743e-6,0.307855889,1.1754344929511415e-6
0.501970631,7.216894486318198e-7,0.503948137,2.406283300092261e-7
