times,errors,times_1,errors_1,times_2,errors_2,times_3,errors_3,times_4,errors_4,times_5,errors_5
0.222312253,0.0010181275758557825,0.108809313,0.001288369477550524,0.302398682,0.0001241634945570166,0.199978372,0.00030685874435211214,0.084153534,0.00039850496181804306,0.228477579,7.123494267947311e-5
0.324341753,1.6284434797641893e-5,0.16324325,8.393316111007607e-6,0.351767957,9.29040381717797e-6,0.342776731,8.982511529357188e-6,0.15297993,7.999365798729209e-6,0.363414649,5.458430204999652e-6
0.721477909,1.3728304658327486e-7,0.427487827,7.216894486318198e-7,0.561933738,1.0673253859069457e-6,0.791521549,2.36782157415581e-7,0.478384097,2.406283300092261e-7,0.587003249,7.352392568058425e-7
2.259632748,4.449210771757793e-9,1.077502229,7.241447999150487e-9,1.012356466,1.8799797373378644e-7,1.607634755,4.3905689456004655e-9,0.996688388,1.1775000304200873e-8,1.046893836,7.168645456445113e-8
