times,errors,times_1,errors_1
0.14172202,0.0002324104906291469,0.117629707,5.921684560616491e-5
0.18482632,8.393316111007607e-6,0.173831039,7.999365798729209e-6
0.296264517,2.819905313458743e-6,0.30732295,1.1754344929511415e-6
0.485248653,7.216894486318198e-7,0.504834158,2.406283300092261e-7
