times,errors,times_1,errors_1
0.268466312,3.303560352787637e-5,0.230293776,3.279245657488034e-5
0.365365611,1.6284434797641893e-5,0.355002268,8.982511529357188e-6
0.549218403,9.88867156997113e-7,0.565393279,6.046333767900049e-7
0.81631657,1.3728304658327486e-7,0.856486935,2.36782157415581e-7
